Index,Firm/Fund,Company,Business Description,Primary Industry (CIQ/GICS),Topic Tags,Geography,BERT_Score,Rule_Based_Score,Final_Score
892,TotalEnergies SE,South Hook LNG Terminal Company Ltd,"South Hook LNG Terminal Company Limited produce gas. The company was founded in 2003 and is based in Milford Haven, the United Kingdom. South Hook LNG Terminal Company Limited operates as a subsidiary of Qatar Petroleum International.",Oil and Gas Exploration and Production,,Europe,2,1,2
893,TotalEnergies SE,Southeast Texas Pipelines LLC,"Southeast Texas Pipelines LLC engages in the pipeline transportation of ethylene, natural gasoline, and other fuel. The company was incorporated in 2020 and is based in Houston, Texas.",Oil and Gas Storage and Transportation,,United States and Canada,1,1,1
894,TotalEnergies SE,SPA Sonatrach Total Entreprise de Polymères,SPA Sonatrach Total Entreprise de Polymères is based in Algeria.,,,Africa / Middle East,2,1,2
895,TotalEnergies SE,Statoil Shah Deniz AS,"Statoil Shah Deniz AS was incorporated in 2009 and is based in Stavanger, Norway.",Construction and Engineering,,Europe,3,1,3
896,TotalEnergies SE,SunPower Corporation Mexico S de RL de CV,"SunPower Corporation Mexico S de RL de CV manufactures solar panels. The company is based in Mexicali, Mexico. SunPower Corporation Mexico S de RL de CV operates as a subsidiary of Maxeon Solar Technologies, Ltd.",Semiconductors,,Latin America and Caribbean,4,5,5
897,TotalEnergies SE,"SunPower Energy Systems Korea, Ltd.","SunPower Energy Systems Korea, Ltd. manufactures solar modules. The company is based in Gimpo-si, South Korea.",Semiconductors,,Asia-Pacific,3,5,5
898,TotalEnergies SE,"SunPower Energy Systems Spain, S.L.","SunPower Energy Systems Spain, S.L. was incorporated in 2006 and is based in Madrid, Spain. SunPower Energy Systems Spain, S.L. is a former subsidiary of SunPower Corporation.",Heavy Electrical Equipment,,Europe,4,1,4
899,TotalEnergies SE,SunPower Italia S.r.l.,"SunPower Italia S.r.l. distributes and installs solar systems to homes and businesses in Italy. It offers solar collectors and solar water heating systems for various applications, including individuals, businesses, local and state governments, domestic hot water, swimming pools, or space heating. The company was formerly known as Solar Solutions Srl and changed its name to SunPower Italia S.r.l. in January, 2008. The company was founded in 2002 and is based in Milan, Italy. SunPower Italia S.r.l. operates as a subsidiary of Maxeon Solar Technologies, Ltd.",Technology Distributors,,Europe,4,5,5
900,TotalEnergies SE,Sunpower Manufacturing Corporation Limited,Sunpower Manufacturing Corporation Limited is based in Hong Kong.,,,Asia-Pacific,3,1,3
901,TotalEnergies SE,Sunpower Manufacturing De Vernejoul,,Electronic Manufacturing Services,,Europe,3,1,3
902,TotalEnergies SE,SunPower Manufacturing Ltd,SunPower Manufacturing Ltd engages in the production of solar products. The company is based in the United States.,Semiconductor Materials and Equipment,,United States and Canada,3,5,5
903,TotalEnergies SE,SunPower Systems Belgium bvba,"SunPower Systems Belgium bvba develops and installs solar panels for companies and individuals in Belgium. The company is based in Brussels, Belgium.",Semiconductors,,Europe,4,5,5
904,TotalEnergies SE,SunRay Renewable Energy Ltd.,"SunRay Renewable Energy Ltd., a solar photovoltaics power company, operates as an independent solar power producer in Malta and internationally. It focuses on utility-scale projects in Southern European countries. SunRay Renewable Energy Ltd. has a strategic partnership with Denham Capital LP. The company is based in London, United Kingdom with additional offices and operations in Italy, Greece, France, Spain, Israel, and the United Kingdom.",Renewable Electricity,"CleanTech,  Clean Energy, solar photovoltaic, Solar Power",Europe,4,5,5
905,TotalEnergies SE,"Sunstrong Capital Holdings, LLC","SunStrong Capital Holdings, LLC was incorporated in 2018 and is based in the United States. SunStrong Capital Holdings, LLC operates as a subsidiary of SunPower Corporation.",,,United States and Canada,3,1,3
906,TotalEnergies SE,The Baku-Tbilisi-Ceyhan Pipeline Co.,"The Baku-Tbilisi-Ceyhan Pipeline Co. engages in the construction and operation of Baku-Tbilisi-Ceyhan pipeline that transport crude oil from Azerbaijan to Turkey. The company was founded in 2002 and is based in Baku, Azerbaijan.",Oil and Gas Storage and Transportation,,Europe,1,1,1
907,TotalEnergies SE,The Ile-de-France Photovoltaic Institute,"The Ile-de-France Photovoltaic Institute operates as a center for research, innovation, and training in the field of photovoltaic solar energy. The company’s research activities are organized through research programs, including silicon based technology, chalcogenide thin-film based technology, and high yield solar cells and new concepts; and research laboratory platforms. It also provides teaching and training to Ph.D. and postdoctoral students, as well as various open online courses. The company is based in Antony, France.",Research and Consulting Services,"E-learning,  CleanTech",Europe,4,5,5
908,TotalEnergies SE,Total Eren Holding,,Multi-Sector Holdings,,Europe,3,1,3
909,TotalEnergies SE,Total Etzel Gaslager Gmbh,"Total Etzel Gaslager Gmbh provides gas storage services. It owns and operates a gas storage facility. The company is based in Cologne, Germany. Total Etzel Gaslager Gmbh operates as a subsidiary of E.ON Gas Storage GmbH.",Oil and Gas Storage and Transportation,,Europe,1,1,1
910,TotalEnergies SE,"Total Shenergy LNG Shanghai Co., Ltd.","Total Shenergy LNG Shanghai Co., Ltd. is headquartered in China.",,,Asia-Pacific,3,1,3
911,TotalEnergies SE,Total Sinochem Oil Company Limited,Total Sinochem Oil Company Limited operates as a current investment of TotalEnergies SE.,,,United States and Canada,2,1,2
912,TotalEnergies SE,Total SunPower El Pelicano S.A.,Total SunPower El Pelicano S.A. operates as a subsidiary of TOTAL SE.,Electric Utilities,,Latin America and Caribbean,3,1,3
913,TotalEnergies SE,Total-Sinochem Fuels Co. Ltd,"Total-Sinochem Fuels Co., Ltd. constructs, builds, and operates oil products retail networks in China. The company was founded in 2005 and is headquartered in Beijing, China. Total-Sinochem Fuels Co., Ltd. operates as a subsidiary of Sinochem International Corporation.",Construction and Engineering,,Asia-Pacific,1,1,1
914,TotalEnergies SE,Total-Sinochem Oil Company Ltd.,"Total-Sinochem Oil Company Ltd. engages in oil and gas product distribution. The company operates convenience shops, a car wash, rapid oil changes, and food service. The company was founded in 2005 and is headquartered in Shanghai, China.",Gas Utilities,,Asia-Pacific,2,1,2
915,TotalEnergies SE,TotalEnergies LNG Angola Ltd,TotalEnergies LNG Angola Ltd is based in Bermuda.,,,United States and Canada,3,1,3
916,TotalEnergies SE,TotalEnergies Marketing Egypt LLC,"TotalEnergies Marketing Egypt LLC operates service stations in Egypt. The company was founded in 1998 and is based in Egypt. TotalEnergies Marketing Egypt LLC operates as a subsidiary of TotalEnergies SE. As of February 14, 2023, TotalEnergies Marketing Egypt LLC operates as a subsidiary of Abu Dhabi National Oil Company for Distribution PJSC.",Automotive Retail,,Africa / Middle East,3,1,3
917,TotalEnergies SE,Totseanergy,"Totseanergy is based in Gent, Belgium.",Food Distributors,,Europe,3,1,3
918,TotalEnergies SE,Transportadora de Gas del Mercosur S.A.,Transportadora de Gas del Mercosur S.A. is based in Argerntina.,Gas Utilities,,Latin America and Caribbean,3,1,3
919,TotalEnergies SE,Vertigo,"Vertigo, a consulting company that offers financing mechanisms for energy saving work and CO2 reduction actions. It serves individuals, tertiaries, industries, energy suppliers, trustees and social landlords, and communities. The company was founded in 2018 and is based in Paris, France.",Environmental and Facilities Services,"Energy Efficiency, Energy Saving",Europe,4,1,4
920,TotalEnergies SE,Vertigo,"Vertigo operates as a construction and engineering company. It was incorporated in 1964 and is headquartered in Montauban, France.",Construction and Engineering,,Europe,3,1,3
921,TotalEnergies SE,Yemen LNG Company Ltd.,"Yemen LNG Company Ltd. produces and exports liquefied natural gas (LNG) in the Far East, the Middle East, Europe, and the Americas. The company was founded in 1986 and is based in Sana'a, Yemen.",Oil and Gas Exploration and Production,,Africa / Middle East,1,1,1
922,TotalEnergies SE,Ypergas S.A.,Ypergas S.A. provides engages in the production of natural gas. The company is based in Venezuela.,Oil and Gas Refining and Marketing,,Latin America and Caribbean,1,1,1
923,TotalEnergies SE,Yunlin Holding GmbH,"Yunlin Holding GmbH owns and operates a wind farm in Taiwan. The company was incorporated in 2016 and is based in Bremen, Germany.",Renewable Electricity,,Europe,4,5,5
924,TotalEnergies SE,HysetCo,"HysetCo develops hydrogen-powered vehicles and taxis. It develops hydrogen fuel cells for its application in vehicles and refueling. The company was founded in 2015 and is based in Paris, France. HysetCo operates as a subsidiary of Hype.",Automobile Manufacturers,"Fuel Cells, Hydrogen Fuel",Europe,3,5,5
925,TotalEnergies SE,Adani New Industries Limited,"Adani New Industries Limited was incorporated in 2021 and is based in Ahmedabad, India. Adani New Industries Limited operates as a subsidiary of Mundra Windtech Limited.",,,Asia-Pacific,4,1,4
926,TotalEnergies SE,Compagnie des Bois du Gabon,"Compagnie des Bois du Gabon operates forestry concessions and produces lumber and wood products. The company is based in Port Gentil, Gabon.",Forest Products,,Africa / Middle East,3,1,3
927,TotalEnergies SE,Cosmo Abu Dhabi Energy Exploration & Production Co. Ltd,Cosmo Abu Dhabi Energy Exploration & Production Co. Ltd is based in Japan.,,,Asia-Pacific,1,1,1
928,TotalEnergies SE,Ductor Oy,"Ductor Oy operates as a biotechnology company that engages in developing products that regenerate agriculture and produce renewable energy. The company engages in the biological production of ammonia and phosphates for the fertilizer industry. The company offers ammonia for nitrogen fertilizers and phosphates and potassium for crops. It also produces biomass that is used for methane production. The company was incorporated in 2009 and is based in Helsinki, Finland.",Biotechnology,CleanTech,Europe,4,4,4
929,TotalEnergies SE,Ronesans Enerji Uretim ve Ticaret A.S.,Ronesans Enerji Uretim ve Ticaret A.S. owns and operates renewable energy power plants. The company was founded in 2007 and is based in Turkey. Ronesans Enerji Uretim ve Ticaret A.S. operates as a subsidiary of Ronesans Holding AS.,Renewable Electricity,CleanTech,Europe,3,5,5
930,TotalEnergies SE,Kyon Energy Solutions GmbH,"Kyon Energy Solutions GmbH operates as a renewable energy semiconductor manufacturing firm that develops and operates renewable energy infrastructure to generate electricity. The company was founded in 2021 and is based in Munich, Germany.",Renewable Electricity,CleanTech,Europe,4,5,5
