M&A Deal Identifier,Year Completed/Unconditional (yyyy),Year of Announcement (yyyy),M&A Type,Purpose,Purpose Text,Strategic Purpose,Target Business Description,Target Ultimate Parent,Target Ultimate Parent 6-digit CUSIP,Target Ultimate Parent Business Description,Target Ultimate Parent Industry,Target Ultimate Parent Industry Group,Target Ultimate Parent Major SIC Group,Target Ultimate Parent Nation,Acquiror Ultimate Parent,Acquiror Ultimate Parent 6-digit CUSIP,Acquiror Ultimate Parent Industry,Acquiror Ultimate Parent Major SIC Group,Acquiror Ultimate Parent Nation,M&A Headline,Deal Synopsis,Singh,Arora,Neilsen,RH,Uche,Edrick
154083012171,2016,2016,Undisclosed Dollar Value Deal,,,,"Ciloger SA, located in Paris, France, is a real estate investment trust. The Company was founded in 1984.",La Poste SA,35177E,"La Poste SA, located in Paris, France, provides postal services. It has 17,000 post offices providing information on behalf of La Banque Postale, Le Courrier and Colis-Express. The Company operates postal services in the French Overseas Departments of Reunion, Guadeloupe, Martinique and French Guiana, and the territorial collectivities of Saint Pierre and Miquelon and Mayotte. It was founded in 1991.",Transportation and Shipping (except air),Services Group,Motor Freight Transportation,France,Exxon Mobil Corp,30231G,Oil and Gas; Petroleum Refining,Petroleum Refining,United States,NAMI-AEW Europe SA acquires Ciloger SA,"FRANCE - NAMI-AEW Europe SA, a unit of AEW Europe SA, acquired the entire share capital of Ciloger SA, a Paris-based lessor of real estate property, from La Banque Postale SA. Concurrently, Natixis Global Asset Management acquired the remaining 40% stake, which it did not already own, in AEW Europe SA, from CDC Group Plc.",5,5,5,,3,1
154083124323,2016,2016,Undisclosed Dollar Value Deal,,,,ConocoPhillips Canada NL Partnership is engaged in the crude petroleum and natural gas services business. The Company is located in Canada.,ConocoPhillips Canada NL Partnership,8E9197,ConocoPhillips Canada NL Partnership is engaged in the crude petroleum and natural gas services business. The Company is located in Canada.,Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Canada,Statoil ASA,85771S,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil Canada Ltd acquires ConocoPhillips Canada NL,"CANADA - Statoil Canada Ltd, a unit of the Norwegian state-owned Statoil ASA, acquired ConocoPhillips Canada NL Partnership, producer of crude petroleum and natural gas.",1,1,1,1,3,1
154083024952,2016,2016,Stake Purchases Deal,Expand presence in new geographical regions;Strengthen operations,The purposes of the transaction were for ONGC Videsh Ltd of India to augment India's energy security and to enhance its presence in Russia and for Vankorneft' AO to strengthen its operations in Asia Pacific region.,,"Vankorneft' AO, located in Turukhansk, the Russian Federation, is engaged in the crude petroleum and natural gas services business. The Company was founded in 2004.",Rosneftegaz AO,77773Z,"Rosneftegaz AO is engaged in the crude petroleum and natural gas services business. The Company is located in Moscow, the Russian Federation.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Russia,Oil & Natural Gas Corp Ltd,Y64606,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,India,ONGC Videsh Ltd acquires 11% stake in Vankorneft' for US$0.9B,"RUSSIA - ONGC Videsh Ltd of India (OVL), a unit of the Indian state-owned Oil & Natural Gas Corp Ltd, raised its stake to 26%, from 15%, by acquiring an 11% stake in Vankorneft' AO, a Turukhansk-based producer of crude petroleum and natural gas, a unit of Neftianaia Kompaniia Rosneft' PAO, ultimately owned by the Russian state-owned Rosneftegaz AO, for RUB 58.282 bil (USD 930 mil), in a privately negotiated transaction. Concurrently, Vankor India Pte Ltd acquired a 23.9% stake in Vankorneft' and TAAS India Pte Ltd of Singapore, a new company formed by Oil India Ltd (OIL), Bharat Petroleum Corp Ltd (BPC) and Indian Oil Corp Ltd (IOCL), acquired a 29.9% stake in Taas-Iuriakh Neftegazodobycha OOO. Originally, in March 2016, OVL was rumored to be planning to raise its stake to 26% from 15% in Vankorneft'.",1,1,1,1,3,1
154083059622,2016,2016,Disclosed Dollar Value Deal,,,,"Hytop Well Servicing Inc, located in Lloydminster, Alberta, provides oil and gas services. The Company was founded in March 20, 2007.",Hytop Well Servicing Inc,5E9337,"Hytop Well Servicing Inc, located in Lloydminster, Alberta, provides oil and gas services. The Company was founded in March 20, 2007.",Oil and Gas; Petroleum Refining,Natural Resources Group,Oil and Gas Extraction,Canada,Suncor Energy Inc,867224,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Canada,Petro-Canada-Canadian East acquires Hytop Well Servicing Inc for US$0.4M,"CANADA - Petrocapita Income Trust acquired the entire share capital of Hytop Well Servicing Inc, an Alberta-based provider of oil and gas services, for a total CAD 0.472 mil (USD 0.363 mil) in convertible debentures.",2,1,1,2,3,1
154083038460,2016,2016,Stake Purchases Deal,,,,Dawei LNG Terminal Holding Pte Ltd is a provider of financial investment services. The company is located in Singapore.,Dawei LNG Terminal Holding Pte Ltd,4E9548,Dawei LNG Terminal Holding Pte Ltd is a provider of financial investment services. The company is located in Singapore.,Investment & Commodity Firms/Dealers/Exchanges,Financial Group,Holding and Other Investment Offices,Singapore,Shell PLC,780259,Oil and Gas; Petroleum Refining,Petroleum Refining,United Kingdom,Shell Estn Petro Pte Ltd acquires 30% stake in Dawei LNG Terminal Hldg Pte,"SINGAPORE - Shell Eastern Petroleum(Pte)Ltd, a unit of Royal Dutch/Shell Group, planned to acquire a 30% stake in Dawei LNG Terminal Holding Pte Ltd, provider of financial investment services, in a privately negotiated transaction.",5,4,5,4,4,1
154083051524,2016,2016,Stake Purchases Deal,,,,Chaffee Corners Joint Exploration Agreement (JEA) a shale gas operation located in Pennsylvania.,Repsol SA,76026T,"Repsol SA, located in Madrid, Spain, is an integrated energy company. The Company's segments include Upstream, Downstream, and Corporation and others. The Upstream segment carries out oil and natural gas exploration and production activities, and manages its project portfolio. The Downstream segment includes covers the supply and trading of crude oil and other products; oil refining and marketing of oil products, and the production and marketing of chemicals. It owns and operates five refineries in Spain (Cartagena, A Coruna, Bilbao, Puertollano and Tarragona) with a combined distillation capacity of approximately 900 thousand barrels of oil per day. The Company operates La Pampilla refinery in Peru, which has an installed capacity of approximately 120 thousand barrels of oil per day. Its Chemicals division produces and commercializes a range of products, and its activities range from basic petrochemicals to derivatives. The Company was founded in 1986.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,Spain,Banpu PCL,06669J,Mining,Coal Mining,Thailand,Banpu PCL acquires 29% stake in Talisman Energy Inc-Chaffee for US$112M,"US - Banpu PCL of Thailand acquired a 29.4% ownership interest in chaffee corners joint exploration agreement of Talisman Energy Inc, a Calgary-based producer of crude petroleum and natural gas, ultimately owned by Repsol SA, for a total USD 112 mil, in a privately negotiated transaction.",1,2,2,1,2,1
154083049777,2016,2016,Disclosed Dollar Value Deal,,,,"Duragas SA, located in Guayas, Ecuador, wholesale liquefied petroleum gas.",Repsol SA,76026T,"Repsol SA, located in Madrid, Spain, is an integrated energy company. The Company's segments include Upstream, Downstream, and Corporation and others. The Upstream segment carries out oil and natural gas exploration and production activities, and manages its project portfolio. The Downstream segment includes covers the supply and trading of crude oil and other products; oil refining and marketing of oil products, and the production and marketing of chemicals. It owns and operates five refineries in Spain (Cartagena, A Coruna, Bilbao, Puertollano and Tarragona) with a combined distillation capacity of approximately 900 thousand barrels of oil per day. The Company operates La Pampilla refinery in Peru, which has an installed capacity of approximately 120 thousand barrels of oil per day. Its Chemicals division produces and commercializes a range of products, and its activities range from basic petrochemicals to derivatives. The Company was founded in 1986.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,Spain,Inversiones Angelini y Compania Ltda,03468L,Investment & Commodity Firms/Dealers/Exchanges,Holding and Other Investment Offices,Chile,Abastible SA acquires Duragas SA for US$33M,"ECUADOR - Abastible SA (Abastible) of Chile, a unit of Empresas Copec SA, acquired Duragas SA, a Guayas-based liquefied petroleum gas dealer, from Repsol SA, for a total USD 33 mil. Concurrently, Abastible acquired Solgas Repsol.",1,1,2,1,1,1
154083049775,2016,2016,Disclosed Dollar Value Deal,Strengthen existing operations/expand presence in primary market,The purpose of the transaction was for Abastible SA to strengthen its position in the South American GLP market.,,"Solgas Repsol, located in Lima, Peru, wholesales liquefied natural gas products.",Repsol SA,76026T,"Repsol SA, located in Madrid, Spain, is an integrated energy company. The Company's segments include Upstream, Downstream, and Corporation and others. The Upstream segment carries out oil and natural gas exploration and production activities, and manages its project portfolio. The Downstream segment includes covers the supply and trading of crude oil and other products; oil refining and marketing of oil products, and the production and marketing of chemicals. It owns and operates five refineries in Spain (Cartagena, A Coruna, Bilbao, Puertollano and Tarragona) with a combined distillation capacity of approximately 900 thousand barrels of oil per day. The Company operates La Pampilla refinery in Peru, which has an installed capacity of approximately 120 thousand barrels of oil per day. Its Chemicals division produces and commercializes a range of products, and its activities range from basic petrochemicals to derivatives. The Company was founded in 1986.",Oil and Gas; Petroleum Refining,Natural Resources Group,Petroleum Refining,Spain,Inversiones Angelini y Compania Ltda,03468L,Investment & Commodity Firms/Dealers/Exchanges,Holding and Other Investment Offices,Chile,Abastible SA acquires Solgas Repsol for US$302M,"PERU - Abastible SA (Abastible) of Chile, a unit of Empresas Copec SA, acquired Solgas Repsol, a Lima-based liquefied petroleum gas dealer, from Repsol SA, for PEN 980 mil (USD 302.021 mil). Concurrently, Abastible acquired Duragas SA.",1,1,2,1,1,1
154083182546,2016,2016,Undisclosed Dollar Value Deal,,,,"AWE Arkona Windpark Entwicklungs GmbH is wind park operator. The Company is located in Hamburg, Germany.",E ON SE,D24914,"E.ON SE is an energy company. The Company's segments include Energy Networks, Customer Solutions, and Renewables. Its non-strategic operations are reported under Non-Core Business. The Company's business areas include energy networks, customer solutions, renewables, energy efficiency and distributed energy, technical services and nuclear. Its customers include Residential, Industrial and Resellers. The Energy Networks segment consists of its power and gas distribution networks and related activities. It is subdivided into three regional markets: Germany, Sweden, and East-Central Europe/Turkey (which consists of the Czech Republic, Hungary, Romania, Slovakia and Turkey). The Customer Solutions segment serves as the platform for working with its customers to shape Europe's energy transition. The Renewables segment consists of Onshore Wind/Solar and Offshore Wind/Other. The Company plans, builds, operates and manages renewable generation assets.","Electric, Gas, and Water Distribution",Services Group,"Electric, Gas and Sanitary Services",Germany,Statoil ASA,85771S,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Norway,Statoil ASA acquires 50% stake in AWE Arkona WindPk,"GERMANY - The Norwegian state-owned Statoil ASA acquired a 50% interest in AWE Arkona Windpark Entwicklungs GmbH, a Hamburg-based alternative energy sources establishment, from E ON SE.",5,4,3,4,4,4
154083048074,2016,2016,Disclosed Dollar Value Deal,Concentrate on core businesses/assets;General strategy to take advantage of sound investment opportunities,The purposes of the transaction were for Murphy Oil Corp to focus in its North American unconventional assets and to reposition its portfolio.,,Oil sands and gas exploration and production,Canadian Oil Sands Trust,135922,"Canadian Oil Sands Trust, located in Calgary, Alberta, is an open-end investment trust. It has a 36.74% working interest in the Syncrude Joint Venture (Syncrude). Syncrude is involved in the mining and upgrading of bitumen from oil sands in Northern Alberta, and is operated by Syncrude Canada Ltd. The company was founded in 1995.",Investment & Commodity Firms/Dealers/Exchanges,Financial Group,Holding and Other Investment Offices,Canada,Suncor Energy Inc,867224,Oil and Gas; Petroleum Refining,Oil and Gas Extraction,Canada,Suncor Energy Inc acquires 5% stake in Syncrude Joint Venture for US$0.7B,"CANADA - Suncor Energy Inc raised its ownership interest to 53.74%, from 48.74%, by acquiring a 5% ownership interest in Syncrude Joint Venture, a Fort Mcmurray-based producer of crude petroleum and natural gas, from its joint venture partner Murphy Oil Corp, for an estimated CAD 937 mil (USD 743.356 mil).",1,1,1,1,2,1
